"HA091","2022/23","1","2022-09-26 00:00:00","Hälsningsanförande från ålderspresidenten","","1","Carina Ohlsson (S)","S","0859968278117","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av förste vice talman","","10","Gunilla Carlsson (S)","S","0875221317013","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av förste vice talman","","11","Annie Lööf (C)","C","0862868280923","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av andre vice talman","","12","Henrik Vinge (SD)","SD","0406831930624","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av andre vice talman","","13","Annika Hirvonen (MP)","MP","0819601620927","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av andre vice talman","","14","SAMUEL GONZALEZ WESTLING (V)","V","","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av andre vice talman","","15","Tobias Billström (M)","M","0956595590924","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av andre vice talman","","16","Camilla Brodin (KD)","KD","0378597308227","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av andre vice talman","","17","Mats Persson (L)","L","023767922422","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av andre vice talman","","18","Annie Lööf (C)","C","0862868280923","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av tredje vice talman","","19","Annie Lööf (C)","C","0862868280923","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","2","Tobias Billström (M)","M","0956595590924","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av tredje vice talman","","20","SAMUEL GONZALEZ WESTLING (V)","V","","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av tredje vice talman","","21","Rasmus Ling (MP)","MP","0744139167426","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av tredje vice talman","","22","Gunilla Carlsson (S)","S","0875221317013","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Anförande av talmannen","","23","TALMANNEN","TALMANNEN","","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","3","Henrik Vinge (SD)","SD","0406831930624","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","4","Gunilla Carlsson (S)","S","0875221317013","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","5","Mats Persson (L)","L","023767922422","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","6","Camilla Brodin (KD)","KD","0378597308227","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","7","Annie Lööf (C)","C","0862868280923","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","8","Rasmus Ling (MP)","MP","0744139167426","","N"
"HA091","2022/23","1","2022-09-26 00:00:00","Val av talman","","9","SAMUEL GONZALEZ WESTLING (V)","V","","","N"
"HA0910","2022/23","10","2022-10-18 00:00:00","Regeringsförklaring","","1","Ulf Kristersson (M)","M","0222691314314","","N"
"HA0910","2022/23","10","2022-10-18 00:00:00","Anmälan om utsedda statsråd","","2","Ulf Kristersson (M)","M","0222691314314","","N"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","1","Per Bolund (MP)","MP","0956444284814","","N"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","10","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","","N"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","100","Kjell-Arne Ottosson (KD)","KD","0509415296421","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","101","Per Bolund (MP)","MP","0956444284814","","N"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","102","Anna-Caren Sätherberg (S)","S","0407081382317","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","103","Per Bolund (MP)","MP","0956444284814","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","104","Helena Storckenfeldt (M)","M","0575283695521","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","105","Per Bolund (MP)","MP","0956444284814","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","106","Helena Storckenfeldt (M)","M","0575283695521","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","107","Per Bolund (MP)","MP","0956444284814","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","108","Kjell-Arne Ottosson (KD)","KD","0509415296421","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","109","Per Bolund (MP)","MP","0956444284814","","Y"
"HA09100","2022/23","100","2023-04-28 00:00:00","Särskild debatt med anledning av IPCC:s rapport","","11","Anna-Caren Sätherberg (S)","S","0407081382317","","Y"
